City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,yuzhno-kurilsk,44.0306,145.8556,283.46,61,2,6.0,RU,1728840527
362,xiaoweizhai,26.1903,107.5125,289.7,94,100,1.13,CN,1728840528
363,kasese,0.1833,30.0833,295.84,69,89,1.55,UG,1728840529
364,choibalsan,48.0667,114.5,280.08,55,47,9.31,MN,1728840530
365,cadale,2.7603,46.3222,299.14,83,48,8.73,SO,1728840531
366,spanish wells,26.323,-81.7957,303.13,69,20,0.89,US,1728840532
367,okha,53.5739,142.9478,276.83,80,88,4.16,RU,1728840533
368,labrador city,52.9463,-66.9114,278.81,72,100,31.29,CA,1728840534
369,tinghir,31.5157,-5.5343,292.78,51,98,6.11,MA,1728840535
370,tannum sands,-23.9504,151.3693,293.57,83,75,2.57,AU,1728840537
371,prieska,-29.6641,22.7474,305.22,9,6,4.7,ZA,1728840538
372,port moresby,-9.4431,147.1797,297.46,92,81,3.53,PG,1728840539
373,pionerskiy,54.9508,20.2275,282.06,83,100,10.4,RU,1728840541
374,salekhard,66.53,66.6019,274.08,84,100,7.87,RU,1728840542
375,lowestoft,52.4752,1.7516,282.6,74,100,2.18,GB,1728840543
376,palikir - national government center,6.9248,158.1611,297.56,100,100,1.03,FM,1728840544
377,tantou,26.0314,119.5986,297.02,88,75,3.0,CN,1728840545
378,pacasmayo,-7.4006,-79.5714,293.64,73,58,5.66,PE,1728840546
379,fortaleza,-3.7227,-38.5247,304.22,77,20,9.77,BR,1728840545
380,vadso,70.0744,29.7487,280.24,81,40,11.83,NO,1728840549
381,santarem,-2.4431,-54.7083,306.22,55,20,6.69,BR,1728840292
382,labuan bajo,-8.4964,119.8877,299.25,81,100,1.23,ID,1728840551
383,ust-tsilma,65.441,52.1498,274.99,96,100,1.73,RU,1728840552
384,sarupathar,26.1984,93.8094,294.63,96,0,1.02,IN,1728840554
385,razampeta,14.1833,79.1667,298.78,86,85,1.19,IN,1728840555
386,tralee,52.2704,-9.7026,284.29,100,75,2.06,IE,1728840556
387,caohe,30.2297,115.4335,292.05,80,100,2.94,CN,1728840558
388,bac lieu,9.285,105.7244,299.99,87,100,4.2,VN,1728840559
389,mugia,43.1041,-9.2179,295.32,85,99,2.35,ES,1728840560
390,gobabis,-22.45,18.9667,300.26,15,100,5.8,NA,1728840561
391,marsabit,2.3284,37.9899,297.26,36,47,7.86,KE,1728840562
392,arraial do cabo,-22.9661,-42.0278,298.13,73,20,5.66,BR,1728840563
393,kenora,49.8167,-94.4337,278.69,75,75,5.14,CA,1728840564
394,kisanga,-7.4362,37.7034,302.45,44,63,5.42,TZ,1728840566
395,east london,-33.0153,27.9116,292.67,94,20,3.09,ZA,1728840567
396,hammerfest,70.6634,23.6821,278.4,65,0,5.14,NO,1728840568
397,harstad,68.799,16.5293,279.9,94,81,6.71,NO,1728840570
398,jishui,33.7333,115.4,290.32,81,100,2.48,CN,1728840571
399,nadym,65.5333,72.5167,274.21,81,100,6.64,RU,1728840572
400,talcahuano,-36.7167,-73.1167,287.97,67,0,5.14,CL,1728840426
401,gokceada,40.2011,25.909,293.29,68,59,5.23,TR,1728840574
402,salina cruz,16.1667,-95.2,303.29,49,68,10.2,MX,1728840575
403,morozovsk,48.3539,41.8261,280.56,34,54,9.79,RU,1728840576
404,ocean city,39.2776,-74.5746,300.47,54,2,6.26,US,1728840528
405,tangalle,6.024,80.7911,297.85,88,100,3.45,LK,1728840579
406,tokar,18.4254,37.729,303.46,63,1,3.04,SD,1728840580
407,kuta,-8.7233,115.1723,301.12,89,40,3.6,ID,1728840581
408,waddan,29.1614,16.139,304.05,35,0,5.57,LY,1728840582
409,yeed,4.55,43.0333,305.68,34,79,7.5,SO,1728840583
410,angaur state,6.906,134.13,302.19,67,96,4.29,PW,1728840584
411,singkil,-7.9855,111.4161,299.16,83,95,1.9,ID,1728840585
412,chinde,26.8212,87.7095,293.8,82,1,2.24,NP,1728840586
413,nabire,-3.3667,135.4833,297.87,95,100,1.52,ID,1728840587
414,nikolayevsk-on-amure,53.1406,140.73,274.11,84,19,1.22,RU,1728840588
415,smithfield,41.922,-71.5495,286.33,62,75,3.6,US,1728840591
416,toliara,-23.35,43.6667,296.71,66,0,4.51,MG,1728840592
417,tamanrasset,22.785,5.5228,304.1,11,0,5.66,DZ,1728840593
418,la ronge,55.1001,-105.2842,278.29,81,75,0.51,CA,1728840594
419,kem',64.9555,34.5793,277.83,89,62,3.33,RU,1728840595
420,wanning,18.8003,110.3967,298.69,89,31,3.19,CN,1728840596
421,linhares,-19.3911,-40.0722,300.21,61,100,5.66,BR,1728840597
422,kargil,34.5667,76.1,278.81,31,0,3.34,IN,1728840598
423,dobroye,52.8678,39.8109,279.63,38,94,7.09,RU,1728840601
424,la rinconada,37.4873,-5.9826,298.18,73,40,2.06,ES,1728840602
425,vila do maio,15.1333,-23.2167,300.93,72,45,2.98,CV,1728840603
426,suva,-18.1416,178.4415,295.86,100,75,1.54,FJ,1728840604
427,lubang,13.8584,120.124,301.98,75,74,7.69,PH,1728840605
428,beau vallon,-20.4189,57.6953,296.28,68,75,7.2,MU,1728840606
429,aginskoye,51.1,114.53,271.82,71,100,8.93,RU,1728840607
430,gao,16.6362,1.637,310.17,11,9,3.2,ML,1728840608
431,karachayevsk,43.774,41.9142,284.35,87,66,1.81,RU,1728840610
432,khorixas,-20.3667,14.9667,302.17,22,85,4.23,NA,1728840611
433,new norfolk,-42.7826,147.0587,281.32,99,98,0.96,AU,1728840612
434,hartland,43.105,-88.342,286.77,77,75,4.63,US,1728840614
435,bossangoa,6.4926,17.4552,295.59,91,90,1.13,CF,1728840615
436,tsiombe,-25.3,45.4833,294.67,71,0,4.11,MG,1728840616
437,afif,23.9065,42.9172,299.5,14,1,2.6,SA,1728840617
438,alamogordo,32.8995,-105.9603,301.6,14,0,4.12,US,1728840579
439,konigslutter am elm,52.25,10.8167,282.8,80,0,7.2,DE,1728840620
440,villa dolores,-31.9459,-65.1896,295.67,44,78,3.35,AR,1728840505
441,bubaque,11.2833,-15.8333,301.41,74,98,3.97,GW,1728840622
442,abqaiq,25.9371,49.6776,299.53,69,0,2.34,SA,1728840623
443,acarau,-2.8856,-40.12,303.29,54,82,9.61,BR,1728840624
444,muynoq,43.7683,59.0214,280.61,56,82,3.4,UZ,1728840625
445,kikwit,-5.041,18.8162,298.31,68,96,1.35,CD,1728840626
446,castillos,-34.1667,-53.8333,293.9,53,100,4.09,UY,1728840627
447,bikenibeu village,1.3673,173.1241,301.13,78,20,3.09,KI,1728840629
448,labytnangi,66.6572,66.4183,272.92,87,91,6.18,RU,1728840630
449,kargasok,59.0556,80.8572,272.18,65,100,4.34,RU,1728840631
450,loncoche,-39.3667,-72.6333,291.58,41,4,1.84,CL,1728840632
451,jeddah,21.5169,39.2192,305.07,51,0,2.57,SA,1728840633
452,nizhniy ingash,56.2,96.53,269.54,51,98,1.45,RU,1728840634
453,katsuura,35.1333,140.3,292.63,70,1,6.66,JP,1728840635
454,sarh,9.1429,18.3923,300.1,83,20,1.54,TD,1728840636
455,at taj,24.2049,23.2857,302.36,17,0,4.1,LY,1728840637
456,changli,39.7042,119.1506,289.94,86,93,0.5,CN,1728840638
457,palmer,42.1584,-72.3287,283.23,74,100,2.57,US,1728840640
458,egbe,8.2167,5.5167,296.51,89,83,2.11,NG,1728840641
459,la libertad,-2.2333,-80.9,296.96,78,100,3.09,EC,1728840642
460,hithadhoo,-0.6,73.0833,301.36,74,66,4.15,MV,1728840643
461,auki,-8.7676,160.7034,297.53,89,9,1.57,SB,1728840644
462,namsos,64.4662,11.4957,279.1,81,40,2.06,NO,1728840645
463,mezzouna,34.5776,9.8419,298.15,59,17,3.63,TN,1728840646
464,el abiodh sidi cheikh,32.893,0.5484,298.89,33,28,4.78,DZ,1728840647
465,merizo village,13.2658,144.6691,299.81,92,57,3.23,GU,1728840648
466,dogonbadan,30.3586,50.7981,299.2,27,0,2.06,IR,1728840649
467,minas de marcona,-15.2119,-75.1103,294.82,45,54,7.37,PE,1728840650
468,laguna,38.421,-121.4238,294.95,72,0,0.45,US,1728840652
469,mejit,10.2753,170.8646,301.37,77,11,6.58,MH,1728840653
470,moravsky krumlov,49.0489,16.3117,284.22,64,0,6.69,CZ,1728840654
471,st. john's,47.5649,-52.7093,285.91,72,75,9.26,CA,1728840372
472,battagram,34.6772,73.0233,290.73,50,0,2.02,PK,1728840656
473,puttalam,8.0362,79.8283,299.55,85,100,5.29,LK,1728840657
474,gazojak,41.1875,61.4036,282.64,45,9,5.67,TM,1728840653
475,porto novo,6.4965,2.6036,300.05,86,75,4.25,BJ,1728840659
476,yeppoon,-23.1333,150.7333,294.88,66,100,8.21,AU,1728840660
477,guerrero negro,27.9769,-114.0611,299.28,51,0,4.98,MX,1728840661
478,azul,-36.777,-59.8585,296.36,44,17,5.87,AR,1728840380
479,anderson,34.5334,-82.6499,299.65,49,0,5.14,US,1728840607
480,ndioum,16.5129,-14.6471,309.76,30,82,4.36,SN,1728840666
481,la foa,-21.7108,165.8276,291.72,78,100,2.78,NC,1728840667
482,peterborough,52.5736,-0.2478,283.09,76,100,1.54,GB,1728840501
483,copiapo,-27.3667,-70.3333,303.39,27,7,4.11,CL,1728840567
484,oistins,13.0667,-59.5333,303.2,74,40,6.69,BB,1728840670
485,claiborne,32.516,-92.1918,304.11,48,0,5.14,US,1728840671
486,sao vicente,-23.9631,-46.3919,295.13,26,100,5.14,BR,1728840673
487,al jawf,29.5,38.75,299.63,27,0,3.98,SA,1728840674
488,hampton bays,40.869,-72.5176,293.07,76,0,6.26,US,1728840628
489,russkaya polyana,49.417,31.9201,284.59,93,100,1.59,UA,1728840676
490,esmeraldas,-19.7625,-44.3139,299.63,57,69,2.77,BR,1728840677
491,mugumu,-1.85,34.7,295.08,56,82,1.26,TZ,1728840678
492,sena madureira,-9.0656,-68.6569,313.55,23,52,0.75,BR,1728840679
493,mossel bay,-34.1831,22.146,290.11,86,17,4.34,ZA,1728840680
494,cole harbour,44.6724,-63.4751,288.25,53,67,6.69,CA,1728840681
495,pearsall,28.8922,-99.095,306.29,26,0,4.28,US,1728840682
496,birao,10.2849,22.7882,298.48,71,84,1.05,CF,1728840684
497,haiku-pauwela,20.9219,-156.3051,297.74,68,20,6.26,US,1728840685
498,eraan,9.0629,117.7016,299.46,88,77,1.59,PH,1728840687
499,zaragoza,41.6561,-0.8773,296.93,60,0,2.57,ES,1728840428
500,lobujya,27.95,86.8167,265.49,56,2,2.2,NP,1728840689
501,machico,32.7,-16.7667,297.6,67,40,3.6,PT,1728840690
502,jaguaruna,-28.615,-49.0256,300.51,64,17,6.26,BR,1728840691
503,greymouth,-42.4667,171.2,277.72,87,100,3.48,NZ,1728840435
504,dongola,19.1667,30.4833,308.76,15,65,2.7,SD,1728840693
505,bulawayo,-20.15,28.5833,299.07,20,3,5.86,ZW,1728840694
506,remire-montjoly,4.9167,-52.2667,306.17,52,20,6.69,GF,1728840696
507,ebon,4.582,168.6964,302.36,68,40,6.73,MH,1728840697
508,daru,-9.0763,143.2092,298.9,85,100,6.11,PG,1728840698
509,south bay,26.664,-80.7162,301.49,70,70,3.06,US,1728840699
510,port saint john's,-31.6229,29.5448,292.17,98,8,0.74,ZA,1728840700
511,quechultenango,17.4167,-99.2167,299.83,53,70,1.88,MX,1728840701
512,fort mcmurray,56.7268,-111.381,282.92,46,100,4.63,CA,1728840702
513,flin flon,54.7682,-101.865,277.06,75,75,0.0,CA,1728840472
514,biloela,-24.4167,150.5,292.38,74,100,3.27,AU,1728840704
515,mar del plata,-38.0023,-57.5575,290.9,76,61,4.02,AR,1728840486
516,san patricio,28.017,-97.5169,302.12,32,0,3.01,US,1728840706
517,eyl,7.9803,49.8164,301.45,67,30,7.44,SO,1728840708
518,isetskoye,56.4858,65.3226,268.73,92,62,1.9,RU,1728840709
519,shakhovskaya,56.0283,35.5097,278.18,84,100,7.15,RU,1728840710
520,tete,-16.1564,33.5867,307.2,29,20,3.6,MZ,1728840711
521,altai,46.3722,96.2583,273.13,70,0,0.84,MN,1728840645
522,tranqueras,-31.2,-55.75,297.82,54,6,4.01,UY,1728840713
523,camarinas,43.1311,-9.1817,291.28,86,99,1.91,ES,1728840714
524,constitucion,-35.3333,-72.4167,289.41,55,34,5.73,CL,1728840715
525,villa regina,-39.1,-67.0667,298.47,15,0,5.27,AR,1728840716
526,mount gambier,-37.8333,140.7667,283.79,98,22,2.34,AU,1728840717
527,argo,37.6333,22.7333,294.2,80,40,1.71,GR,1728840718
528,el quebrachal,-25.2833,-64.0667,305.7,40,28,5.31,AR,1728840720
529,al badari,26.9926,31.4155,304.51,19,0,4.12,EG,1728840721
530,mokhsogollokh,61.4681,128.9203,269.85,75,100,1.64,RU,1728840722
531,nantucket,41.2835,-70.0995,289.21,59,75,4.12,US,1728840469
532,kirensk,57.7853,108.1119,266.48,77,85,2.56,RU,1728840724
533,ryotsu-minato,38.0833,138.4333,289.89,67,17,4.6,JP,1728840726
534,cape canaveral,28.4058,-80.6048,303.19,69,40,4.12,US,1728840727
535,srivardhan,18.0333,73.0167,300.0,87,45,2.48,IN,1728840728
536,aranjuez,40.0311,-3.6025,295.0,61,71,3.85,ES,1728840729
537,sterling,39.0062,-77.4286,300.05,45,20,7.2,US,1728840696
538,broken hill,-31.95,141.4333,291.16,27,91,0.67,AU,1728840687
539,chui,-33.6971,-53.4616,293.43,62,99,4.98,UY,1728840733
540,tabora,-5.0167,32.8,298.48,25,68,2.73,TZ,1728840734
541,kloulklubed,7.0419,134.2556,302.11,68,95,4.41,PW,1728840736
542,sungai penuh,-2.0833,101.3833,292.16,97,99,1.05,ID,1728840737
543,tengrela,10.4869,-6.4097,298.17,86,94,2.24,CI,1728840738
544,campana,-34.1687,-58.9591,289.6,91,100,1.8,AR,1728840591
545,azangaro,-14.9167,-70.2167,289.3,28,41,7.8,PE,1728840741
546,shalazhi,43.0978,45.3608,284.74,94,100,1.8,RU,1728840742
547,christchurch,-43.5333,172.6333,278.66,81,100,1.54,NZ,1728840595
548,klyavlino,54.2649,52.0267,273.83,47,0,1.87,RU,1728840744
549,nova vicosa,-17.8919,-39.3719,299.09,80,55,5.04,BR,1728840745
550,coquimbo,-29.9533,-71.3436,294.25,54,75,6.69,CL,1728840635
551,bamboo flat,11.7,92.7167,299.2,94,40,1.03,IN,1728840748
552,chilca,-12.5211,-76.7372,291.51,80,65,3.57,PE,1728840749
553,prado,-17.3411,-39.2208,300.92,64,58,3.76,BR,1728840751
554,bindki,26.0333,80.6,300.15,48,96,2.36,IN,1728840752
555,takehara,34.3383,132.9167,292.17,82,72,1.03,JP,1728840753
556,chokwe,-24.5333,32.9833,300.31,47,0,4.79,MZ,1728840754
557,canon city,38.441,-105.2424,295.03,28,0,2.57,US,1728840755
558,colonia menno,-22.3667,-59.8167,311.27,29,99,5.65,PY,1728840756
559,al ghayzah,16.2079,52.176,300.68,69,71,4.61,YE,1728840758
560,pointe-noire,-4.7761,11.8635,298.19,86,91,5.19,CG,1728840759
561,jacobina,-11.1806,-40.5183,308.36,24,64,4.67,BR,1728840760
562,marathon,44.9,-89.7668,281.29,84,100,10.8,US,1728840714
563,badiyah,22.45,58.8,298.39,57,95,4.99,OM,1728840762
564,lamu,-2.2717,40.902,297.59,84,42,3.27,KE,1728840763
565,winthrop harbor,42.4789,-87.8237,292.31,53,20,7.2,US,1728840764
566,hohhot,40.8106,111.6522,284.31,100,40,1.0,CN,1728840766
567,columbia falls,48.3725,-114.1815,284.97,50,0,2.57,US,1728840767
568,kollum,53.277,6.1529,283.7,76,100,6.56,NL,1728840768
569,kosti,13.1629,32.6635,305.2,41,55,2.98,SD,1728840769
570,omaruru,-21.4333,15.9333,300.97,25,98,7.35,NA,1728840770
571,rudbar,30.15,62.6,300.77,10,0,3.23,AF,1728840773
572,jeanerette,29.911,-91.6635,301.16,50,0,4.17,US,1728840775
573,wynyard,-41.0,145.7167,284.92,83,99,3.16,AU,1728840776
574,ponta delgada,37.7333,-25.6667,296.55,94,75,2.57,PT,1728840777
